ts_iso,avg_cwnd_pkts,avg_rtt_ms,num_conns_with_cwnd
2026-03-18T17:49:24.204432+00:00,10.0,0.132,1
2026-03-18T17:49:24.416064+00:00,10.0,0.132,1
2026-03-18T17:49:24.628905+00:00,10.0,0.132,1
2026-03-18T17:49:24.840096+00:00,10.0,0.132,1
2026-03-18T17:49:25.050013+00:00,10.0,0.132,1
2026-03-18T17:49:25.259980+00:00,10.0,0.132,1
2026-03-18T17:49:25.470382+00:00,10.0,0.132,1
2026-03-18T17:49:25.680795+00:00,10.0,0.132,1
2026-03-18T17:49:25.894134+00:00,10.0,0.132,1
2026-03-18T17:49:26.104979+00:00,10.0,0.132,1
2026-03-18T17:49:26.314804+00:00,10.0,0.132,1
2026-03-18T17:49:26.526583+00:00,10.0,0.132,1
2026-03-18T17:49:26.736119+00:00,10.0,0.132,1
2026-03-18T17:49:26.945609+00:00,10.0,0.132,1
2026-03-18T17:49:27.149565+00:00,10.0,0.132,1
2026-03-18T17:49:27.354115+00:00,10.0,0.132,1
2026-03-18T17:49:27.562065+00:00,10.0,0.132,1
2026-03-18T17:49:27.772289+00:00,10.0,0.132,1
2026-03-18T17:49:27.982874+00:00,10.0,0.132,1
2026-03-18T17:49:28.192484+00:00,10.0,0.132,1
2026-03-18T17:49:28.401392+00:00,10.0,0.132,1
2026-03-18T17:49:28.612170+00:00,10.0,0.132,1
2026-03-18T17:49:28.823092+00:00,10.0,0.132,1
2026-03-18T17:49:29.032838+00:00,10.0,0.132,1
2026-03-18T17:49:29.243460+00:00,10.0,0.132,1
2026-03-18T17:49:29.455710+00:00,10.0,0.132,1
2026-03-18T17:49:29.665181+00:00,10.0,0.132,1
2026-03-18T17:49:29.872733+00:00,10.0,0.132,1
2026-03-18T17:49:30.082893+00:00,10.0,0.132,1
2026-03-18T17:49:30.294240+00:00,10.0,0.132,1
2026-03-18T17:49:30.505773+00:00,10.0,0.132,1
2026-03-18T17:49:30.720953+00:00,10.0,0.132,1
2026-03-18T17:49:30.932076+00:00,10.0,0.132,1
2026-03-18T17:49:31.141190+00:00,10.0,0.132,1
2026-03-18T17:49:31.351333+00:00,10.0,0.132,1
2026-03-18T17:49:31.562146+00:00,10.0,0.132,1
2026-03-18T17:49:31.773279+00:00,10.0,0.132,1
2026-03-18T17:49:31.982578+00:00,10.0,0.132,1
2026-03-18T17:49:32.190177+00:00,10.0,0.132,1
2026-03-18T17:49:32.395393+00:00,10.0,0.132,1
2026-03-18T17:49:32.606093+00:00,10.0,0.132,1
2026-03-18T17:49:32.816253+00:00,10.0,0.132,1
2026-03-18T17:49:33.028284+00:00,10.0,0.132,1
